location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Hauptstraße (Süd), Erlangen;2024-04-18 20:00:00 +0200;Thursday;679;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-18 21:00:00 +0200;Thursday;674;6;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-18 22:00:00 +0200;Thursday;582;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-18 23:00:00 +0200;Thursday;418;4;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-19 00:00:00 +0200;Friday;308;4;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-19 01:00:00 +0200;Friday;147;4;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-19 02:00:00 +0200;Friday;203;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 03:00:00 +0200;Friday;245;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-19 04:00:00 +0200;Friday;202;5;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-19 05:00:00 +0200;Friday;167;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 06:00:00 +0200;Friday;121;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-19 07:00:00 +0200;Friday;406;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-19 08:00:00 +0200;Friday;469;5;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-19 09:00:00 +0200;Friday;514;6;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 10:00:00 +0200;Friday;519;6;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 11:00:00 +0200;Friday;618;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 12:00:00 +0200;Friday;588;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 13:00:00 +0200;Friday;579;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 14:00:00 +0200;Friday;527;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 15:00:00 +0200;Friday;592;4;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-19 16:00:00 +0200;Friday;588;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 17:00:00 +0200;Friday;686;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 18:00:00 +0200;Friday;645;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 19:00:00 +0200;Friday;672;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 20:00:00 +0200;Friday;501;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 21:00:00 +0200;Friday;444;6;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 22:00:00 +0200;Friday;548;6;rain;
Hauptstraße (Süd), Erlangen;2024-04-19 23:00:00 +0200;Friday;409;6;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 00:00:00 +0200;Saturday;362;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 01:00:00 +0200;Saturday;247;5;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-20 02:00:00 +0200;Saturday;143;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 03:00:00 +0200;Saturday;81;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-20 04:00:00 +0200;Saturday;60;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 05:00:00 +0200;Saturday;49;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 06:00:00 +0200;Saturday;44;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 07:00:00 +0200;Saturday;119;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-20 08:00:00 +0200;Saturday;248;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-20 09:00:00 +0200;Saturday;651;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-20 10:00:00 +0200;Saturday;1178;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 11:00:00 +0200;Saturday;1741;6;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 12:00:00 +0200;Saturday;1919;6;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 13:00:00 +0200;Saturday;2287;7;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 14:00:00 +0200;Saturday;1836;9;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 15:00:00 +0200;Saturday;1344;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-20 16:00:00 +0200;Saturday;1636;7;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 17:00:00 +0200;Saturday;1676;8;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 18:00:00 +0200;Saturday;1553;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-20 19:00:00 +0200;Saturday;1272;8;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 20:00:00 +0200;Saturday;900;6;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 21:00:00 +0200;Saturday;647;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 22:00:00 +0200;Saturday;748;6;rain;
Hauptstraße (Süd), Erlangen;2024-04-20 23:00:00 +0200;Saturday;461;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 00:00:00 +0200;Sunday;480;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 01:00:00 +0200;Sunday;267;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 02:00:00 +0200;Sunday;187;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 03:00:00 +0200;Sunday;129;4;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-21 04:00:00 +0200;Sunday;60;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 05:00:00 +0200;Sunday;36;3;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 06:00:00 +0200;Sunday;22;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 07:00:00 +0200;Sunday;23;3;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 08:00:00 +0200;Sunday;37;3;snow;
Hauptstraße (Süd), Erlangen;2024-04-21 09:00:00 +0200;Sunday;119;2;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-21 10:00:00 +0200;Sunday;94;2;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 11:00:00 +0200;Sunday;196;3;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 12:00:00 +0200;Sunday;239;3;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 13:00:00 +0200;Sunday;474;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 14:00:00 +0200;Sunday;354;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 15:00:00 +0200;Sunday;631;5;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-21 16:00:00 +0200;Sunday;337;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 17:00:00 +0200;Sunday;382;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 18:00:00 +0200;Sunday;416;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 19:00:00 +0200;Sunday;211;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-21 20:00:00 +0200;Sunday;291;4;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-21 21:00:00 +0200;Sunday;220;3;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-21 22:00:00 +0200;Sunday;160;3;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-21 23:00:00 +0200;Sunday;104;3;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-22 00:00:00 +0200;Monday;41;3;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-22 01:00:00 +0200;Monday;19;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-22 02:00:00 +0200;Monday;14;2;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-22 03:00:00 +0200;Monday;12;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-22 04:00:00 +0200;Monday;12;-1;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-22 05:00:00 +0200;Monday;136;-1;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-22 06:00:00 +0200;Monday;126;-1;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-22 07:00:00 +0200;Monday;398;-1;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-22 08:00:00 +0200;Monday;560;1;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-22 09:00:00 +0200;Monday;689;4;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-22 10:00:00 +0200;Monday;878;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-22 11:00:00 +0200;Monday;1059;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-22 12:00:00 +0200;Monday;1178;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-22 13:00:00 +0200;Monday;1064;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-22 14:00:00 +0200;Monday;1014;7;rain;
Hauptstraße (Süd), Erlangen;2024-04-22 15:00:00 +0200;Monday;1116;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-22 16:00:00 +0200;Monday;1211;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-22 17:00:00 +0200;Monday;1367;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-22 18:00:00 +0200;Monday;1142;9;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-22 19:00:00 +0200;Monday;923;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-22 20:00:00 +0200;Monday;610;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-22 21:00:00 +0200;Monday;400;5;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-22 22:00:00 +0200;Monday;281;3;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-22 23:00:00 +0200;Monday;160;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-23 00:00:00 +0200;Tuesday;57;1;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-23 01:00:00 +0200;Tuesday;17;-1;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-23 02:00:00 +0200;Tuesday;8;-1;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-23 03:00:00 +0200;Tuesday;8;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-23 04:00:00 +0200;Tuesday;14;0;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-23 05:00:00 +0200;Tuesday;55;-1;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-23 06:00:00 +0200;Tuesday;108;-2;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-23 07:00:00 +0200;Tuesday;487;-2;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-23 08:00:00 +0200;Tuesday;563;1;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-23 09:00:00 +0200;Tuesday;720;4;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-23 10:00:00 +0200;Tuesday;899;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-23 11:00:00 +0200;Tuesday;1153;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-23 12:00:00 +0200;Tuesday;1260;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-23 13:00:00 +0200;Tuesday;1125;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-23 14:00:00 +0200;Tuesday;1122;9;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-23 15:00:00 +0200;Tuesday;1121;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-23 16:00:00 +0200;Tuesday;1331;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-23 17:00:00 +0200;Tuesday;1317;9;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-23 18:00:00 +0200;Tuesday;1139;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-23 19:00:00 +0200;Tuesday;904;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-23 20:00:00 +0200;Tuesday;575;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-23 21:00:00 +0200;Tuesday;466;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-23 22:00:00 +0200;Tuesday;370;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-23 23:00:00 +0200;Tuesday;260;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-24 00:00:00 +0200;Wednesday;75;3;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-24 01:00:00 +0200;Wednesday;44;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-24 02:00:00 +0200;Wednesday;26;1;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-24 03:00:00 +0200;Wednesday;19;0;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-24 04:00:00 +0200;Wednesday;28;-1;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-24 05:00:00 +0200;Wednesday;58;-1;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-24 06:00:00 +0200;Wednesday;120;0;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-24 07:00:00 +0200;Wednesday;447;1;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-24 08:00:00 +0200;Wednesday;546;3;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-24 09:00:00 +0200;Wednesday;675;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-24 10:00:00 +0200;Wednesday;736;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-24 11:00:00 +0200;Wednesday;915;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-24 12:00:00 +0200;Wednesday;924;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-24 13:00:00 +0200;Wednesday;911;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-24 14:00:00 +0200;Wednesday;970;6;rain;
Hauptstraße (Süd), Erlangen;2024-04-24 15:00:00 +0200;Wednesday;1048;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-24 16:00:00 +0200;Wednesday;1029;8;rain;
Hauptstraße (Süd), Erlangen;2024-04-24 17:00:00 +0200;Wednesday;1090;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-24 18:00:00 +0200;Wednesday;1020;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-24 19:00:00 +0200;Wednesday;852;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-24 20:00:00 +0200;Wednesday;507;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-24 21:00:00 +0200;Wednesday;463;4;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-24 22:00:00 +0200;Wednesday;319;3;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-24 23:00:00 +0200;Wednesday;167;3;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-25 00:00:00 +0200;Thursday;72;3;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-25 01:00:00 +0200;Thursday;28;2;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-25 02:00:00 +0200;Thursday;13;3;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-25 03:00:00 +0200;Thursday;3;3;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-25 04:00:00 +0200;Thursday;13;3;rain;
Hauptstraße (Süd), Erlangen;2024-04-25 05:00:00 +0200;Thursday;52;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-25 06:00:00 +0200;Thursday;90;3;rain;
Hauptstraße (Süd), Erlangen;2024-04-25 07:00:00 +0200;Thursday;392;4;rain;
Hauptstraße (Süd), Erlangen;2024-04-25 08:00:00 +0200;Thursday;452;3;rain;
Hauptstraße (Süd), Erlangen;2024-04-25 09:00:00 +0200;Thursday;609;2;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-25 10:00:00 +0200;Thursday;827;5;rain;
Hauptstraße (Süd), Erlangen;2024-04-25 11:00:00 +0200;Thursday;981;6;rain;
Hauptstraße (Süd), Erlangen;2024-04-25 12:00:00 +0200;Thursday;1227;7;rain;
Hauptstraße (Süd), Erlangen;2024-04-25 13:00:00 +0200;Thursday;1066;7;rain;
Hauptstraße (Süd), Erlangen;2024-04-25 14:00:00 +0200;Thursday;979;8;rain;
Hauptstraße (Süd), Erlangen;2024-04-25 15:00:00 +0200;Thursday;1045;6;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-25 16:00:00 +0200;Thursday;1243;7;rain;
Hauptstraße (Süd), Erlangen;2024-04-25 17:00:00 +0200;Thursday;1047;8;rain;
Hauptstraße (Süd), Erlangen;2024-04-25 18:00:00 +0200;Thursday;1144;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-25 19:00:00 +0200;Thursday;1039;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-25 20:00:00 +0200;Thursday;710;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-25 21:00:00 +0200;Thursday;615;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-25 22:00:00 +0200;Thursday;459;4;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-25 23:00:00 +0200;Thursday;444;4;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-26 00:00:00 +0200;Friday;263;4;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-26 01:00:00 +0200;Friday;117;4;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-26 02:00:00 +0200;Friday;89;4;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-26 03:00:00 +0200;Friday;89;3;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-26 04:00:00 +0200;Friday;54;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-26 05:00:00 +0200;Friday;54;2;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-26 06:00:00 +0200;Friday;163;1;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-26 07:00:00 +0200;Friday;520;1;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-26 08:00:00 +0200;Friday;538;4;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-26 09:00:00 +0200;Friday;807;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-26 10:00:00 +0200;Friday;979;10;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-26 11:00:00 +0200;Friday;1096;11;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-26 12:00:00 +0200;Friday;1187;12;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-26 13:00:00 +0200;Friday;1205;13;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-26 14:00:00 +0200;Friday;1281;13;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-26 15:00:00 +0200;Friday;1371;12;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-26 16:00:00 +0200;Friday;1484;14;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-26 17:00:00 +0200;Friday;1370;13;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-26 18:00:00 +0200;Friday;1371;14;rain;
Hauptstraße (Süd), Erlangen;2024-04-26 19:00:00 +0200;Friday;1230;13;rain;
Hauptstraße (Süd), Erlangen;2024-04-26 20:00:00 +0200;Friday;859;13;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-26 21:00:00 +0200;Friday;804;11;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-26 22:00:00 +0200;Friday;593;9;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-26 23:00:00 +0200;Friday;555;9;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-27 00:00:00 +0200;Saturday;472;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-27 01:00:00 +0200;Saturday;315;7;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-27 02:00:00 +0200;Saturday;177;8;rain;
Hauptstraße (Süd), Erlangen;2024-04-27 03:00:00 +0200;Saturday;88;7;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-27 04:00:00 +0200;Saturday;50;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-27 05:00:00 +0200;Saturday;42;6;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-27 06:00:00 +0200;Saturday;53;5;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-27 07:00:00 +0200;Saturday;146;5;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-27 08:00:00 +0200;Saturday;322;8;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-27 09:00:00 +0200;Saturday;865;11;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-27 10:00:00 +0200;Saturday;1443;14;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-27 11:00:00 +0200;Saturday;2164;16;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-27 12:00:00 +0200;Saturday;2308;18;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-27 13:00:00 +0200;Saturday;2456;19;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-27 14:00:00 +0200;Saturday;2543;20;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-27 15:00:00 +0200;Saturday;2641;20;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-27 16:00:00 +0200;Saturday;2499;20;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-27 17:00:00 +0200;Saturday;2176;21;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-27 18:00:00 +0200;Saturday;1982;21;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-27 19:00:00 +0200;Saturday;1727;20;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-27 20:00:00 +0200;Saturday;1322;18;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-27 21:00:00 +0200;Saturday;990;16;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-27 22:00:00 +0200;Saturday;875;13;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-27 23:00:00 +0200;Saturday;688;11;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-28 00:00:00 +0200;Sunday;429;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-28 01:00:00 +0200;Sunday;379;8;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-28 02:00:00 +0200;Sunday;255;10;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-28 03:00:00 +0200;Sunday;207;10;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-28 04:00:00 +0200;Sunday;96;7;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-28 05:00:00 +0200;Sunday;81;6;partly-cloudy-night;
Hauptstraße (Süd), Erlangen;2024-04-28 06:00:00 +0200;Sunday;33;7;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-28 07:00:00 +0200;Sunday;32;8;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-28 08:00:00 +0200;Sunday;87;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-28 09:00:00 +0200;Sunday;184;13;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-28 10:00:00 +0200;Sunday;286;14;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-28 11:00:00 +0200;Sunday;467;16;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-28 12:00:00 +0200;Sunday;628;18;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-28 13:00:00 +0200;Sunday;871;21;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-28 14:00:00 +0200;Sunday;981;20;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-28 15:00:00 +0200;Sunday;1339;20;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-28 16:00:00 +0200;Sunday;1330;20;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-28 17:00:00 +0200;Sunday;1225;20;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-28 18:00:00 +0200;Sunday;1008;19;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-28 19:00:00 +0200;Sunday;874;18;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-28 20:00:00 +0200;Sunday;662;17;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-28 21:00:00 +0200;Sunday;464;16;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-28 22:00:00 +0200;Sunday;265;15;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-28 23:00:00 +0200;Sunday;83;13;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-29 00:00:00 +0200;Monday;47;14;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-29 01:00:00 +0200;Monday;22;13;rain;
Hauptstraße (Süd), Erlangen;2024-04-29 02:00:00 +0200;Monday;10;12;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-29 03:00:00 +0200;Monday;11;12;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-29 04:00:00 +0200;Monday;10;11;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-29 05:00:00 +0200;Monday;67;10;cloudy;
Hauptstraße (Süd), Erlangen;2024-04-29 06:00:00 +0200;Monday;153;9;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-29 07:00:00 +0200;Monday;524;10;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-29 08:00:00 +0200;Monday;546;11;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-29 09:00:00 +0200;Monday;704;13;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-29 10:00:00 +0200;Monday;874;15;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-29 11:00:00 +0200;Monday;1055;16;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-29 12:00:00 +0200;Monday;1270;18;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-29 13:00:00 +0200;Monday;1216;18;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-29 14:00:00 +0200;Monday;1201;19;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-29 15:00:00 +0200;Monday;1320;21;partly-cloudy-day;
Hauptstraße (Süd), Erlangen;2024-04-29 16:00:00 +0200;Monday;1581;22;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-29 17:00:00 +0200;Monday;1473;22;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-29 18:00:00 +0200;Monday;1337;23;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-29 19:00:00 +0200;Monday;1263;22;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-29 20:00:00 +0200;Monday;766;21;clear-day;
Hauptstraße (Süd), Erlangen;2024-04-29 21:00:00 +0200;Monday;626;18;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-29 22:00:00 +0200;Monday;327;15;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-29 23:00:00 +0200;Monday;166;14;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-30 00:00:00 +0200;Tuesday;87;11;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-30 01:00:00 +0200;Tuesday;19;11;clear-night;
Hauptstraße (Süd), Erlangen;2024-04-30 02:00:00 +0200;Tuesday;12;11;clear-night;
